-------------------- OFFSET 0 --------------------
id=0x0000 flags=0x5618 extra=0x0002 sprite=0
id=0x0000 flags=0x5718 extra=0x0002 sprite=0
id=0x0000 flags=0x5818 extra=0x0002 sprite=0
id=0x0000 flags=0x5918 extra=0x0002 sprite=0
id=0x0000 flags=0x5A18 extra=0x0002 sprite=0
id=0x0000 flags=0x5B18 extra=0x0002 sprite=0
id=0x0000 flags=0x5C18 extra=0x0002 sprite=0
id=0x0000 flags=0x5D18 extra=0x0002 sprite=0
id=0x0000 flags=0x5E18 extra=0x0002 sprite=0
id=0x0000 flags=0x5F18 extra=0x0002 sprite=0
id=0x0000 flags=0x6018 extra=0x0002 sprite=0
id=0x0000 flags=0x6118 extra=0x0002 sprite=0
id=0x0000 flags=0x6218 extra=0x0002 sprite=0
id=0x0000 flags=0x6318 extra=0x0002 sprite=0
id=0x0000 flags=0x6418 extra=0x0002 sprite=0
id=0x0000 flags=0x6518 extra=0x0002 sprite=0
id=0x0000 flags=0x6618 extra=0x0002 sprite=0
id=0x0000 flags=0x6718 extra=0x0002 sprite=0
id=0x0000 flags=0x6818 extra=0x0002 sprite=0
id=0x0000 flags=0x6918 extra=0x0002 sprite=0
id=0x0000 flags=0x6A18 extra=0x0002 sprite=0
id=0x0000 flags=0x6B18 extra=0x0002 sprite=0
id=0x0000 flags=0x6C18 extra=0x0002 sprite=0
id=0x0000 flags=0x6D18 extra=0x0002 sprite=0
id=0x0000 flags=0x6E18 extra=0x0002 sprite=0
id=0x0000 flags=0x6F18 extra=0x0002 sprite=0
id=0x0000 flags=0x7018 extra=0x0002 sprite=0
id=0x0000 flags=0x7118 extra=0x0002 sprite=0
id=0x0000 flags=0x7218 extra=0x0002 sprite=0
id=0x0000 flags=0x7318 extra=0x0002 sprite=0
id=0x0000 flags=0x7418 extra=0x0002 sprite=0
id=0x0000 flags=0x7518 extra=0x0002 sprite=0
id=0x0000 flags=0x7618 extra=0x0002 sprite=0
id=0x0000 flags=0x7718 extra=0x0002 sprite=0
id=0x0000 flags=0x001B extra=0x0002 sprite=0
id=0x0000 flags=0x011B extra=0x00C1 sprite=0
id=0x0002 flags=0x021B extra=0x0002 sprite=0
id=0x0000 flags=0x031B extra=0x0002 sprite=0
id=0x0000 flags=0x041B extra=0x0002 sprite=0
id=0x0000 flags=0x051B extra=0x0002 sprite=0
id=0x0000 flags=0x061B extra=0x0002 sprite=0
id=0x0000 flags=0x071B extra=0x0002 sprite=0
id=0x0000 flags=0x081B extra=0x0002 sprite=0
id=0x0000 flags=0x091B extra=0x0002 sprite=0
id=0x0000 flags=0x001D extra=0x00E2 sprite=0
id=0x00CA flags=0x011D extra=0x00E2 sprite=0
id=0x00CB flags=0x021D extra=0x00E2 sprite=0
id=0x00CC flags=0x031D extra=0x00E2 sprite=0
id=0x00CD flags=0x041D extra=0x0002 sprite=0
id=0x0000 flags=0x051D extra=0x0002 sprite=0
id=0x0000 flags=0x061D extra=0x0002 sprite=0
id=0x0000 flags=0x071D extra=0x0002 sprite=0
id=0x0000 flags=0x001E extra=0x0002 sprite=0
id=0x0000 flags=0x011E extra=0x0002 sprite=0
id=0x0000 flags=0x021E extra=0x0002 sprite=0
id=0x0000 flags=0x031E extra=0x0002 sprite=0
id=0x0000 flags=0x041E extra=0x0002 sprite=0
id=0x0000 flags=0x051E extra=0x0002 sprite=0
id=0x0000 flags=0x061E extra=0x0002 sprite=0
id=0x0000 flags=0x071E extra=0x0002 sprite=0
id=0x0000 flags=0x081E extra=0x0002 sprite=0
id=0x0000 flags=0x091E extra=0x0002 sprite=0
id=0x0000 flags=0x0A1E extra=0x0002 sprite=0
id=0x0000 flags=0x0B1E extra=0x0002 sprite=0
id=0x0000 flags=0x0C1E extra=0x0002 sprite=0
id=0x0000 flags=0x0D1E extra=0x0002 sprite=0
id=0x0000 flags=0x0E1E extra=0x0002 sprite=0
id=0x0000 flags=0x001F extra=0x0002 sprite=0
id=0x0000 flags=0x011F extra=0x0002 sprite=0
id=0x0000 flags=0x021F extra=0x0002 sprite=0
id=0x0000 flags=0x031F extra=0x0002 sprite=0
id=0x0000 flags=0x0020 extra=0x0002 sprite=0
id=0x0000 flags=0x0021 extra=0x0002 sprite=0
id=0x0000 flags=0x0121 extra=0x0002 sprite=0
id=0x0000 flags=0x0221 extra=0x0002 sprite=0
id=0x0000 flags=0x0321 extra=0x0002 sprite=0
id=0x0000 flags=0x0022 extra=0x0002 sprite=0
id=0x0000 flags=0x0122 extra=0x0002 sprite=0
id=0x0000 flags=0x0023 extra=0x00A2 sprite=0
id=0x0058 flags=0x0123 extra=0x0002 sprite=0
id=0x0000 flags=0x0223 extra=0x0002 sprite=0
id=0x0000 flags=0x0323 extra=0x0002 sprite=0
id=0x0000 flags=0x0423 extra=0x0002 sprite=0
id=0x0000 flags=0x0523 extra=0x0002 sprite=0
id=0x0000 flags=0x0623 extra=0x0002 sprite=0
id=0x0000 flags=0x0723 extra=0x0002 sprite=0
id=0x0000 flags=0x0024 extra=0x0002 sprite=0
id=0x0000 flags=0x0027 extra=0x0002 sprite=0
id=0x0000 flags=0x0127 extra=0x0002 sprite=0
id=0x0000 flags=0x0227 extra=0x0002 sprite=0
id=0x0000 flags=0x0028 extra=0x0000 sprite=0
id=0x0000 flags=0x0128 extra=0x0000 sprite=0
id=0x0000 flags=0x0228 extra=0x0000 sprite=0
id=0x0000 flags=0x0328 extra=0x0000 sprite=0
id=0x0000 flags=0x0428 extra=0x0000 sprite=0
id=0x0000 flags=0x0528 extra=0x0000 sprite=0
id=0x0000 flags=0x0628 extra=0x0000 sprite=0
id=0x0000 flags=0x0728 extra=0x0000 sprite=0
id=0x0000 flags=0x0828 extra=0x0000 sprite=0
id=0x0000 flags=0x0928 extra=0x0000 sprite=0
id=0x0000 flags=0x0A28 extra=0x0000 sprite=0
id=0x0000 flags=0x0B28 extra=0x0000 sprite=0
id=0x0000 flags=0x0C28 extra=0x0000 sprite=0
id=0x0000 flags=0x0D28 extra=0x0000 sprite=0
id=0x0000 flags=0x0E28 extra=0x0000 sprite=0
id=0x0000 flags=0x0F28 extra=0x0000 sprite=0
id=0x0000 flags=0x1028 extra=0x0000 sprite=0
id=0x0000 flags=0x1128 extra=0x0000 sprite=0
id=0x0000 flags=0x1228 extra=0x0000 sprite=0
id=0x0000 flags=0x1328 extra=0x0000 sprite=0
id=0x0000 flags=0x1428 extra=0x0000 sprite=0
id=0x0000 flags=0x1528 extra=0x0000 sprite=0
id=0x0000 flags=0x0029 extra=0x0000 sprite=0
id=0x0000 flags=0x0129 extra=0x0000 sprite=0
id=0x0000 flags=0x0229 extra=0x0000 sprite=0
id=0x0000 flags=0x0329 extra=0x0000 sprite=0
id=0x0000 flags=0x0429 extra=0x0000 sprite=0
id=0x0000 flags=0x0529 extra=0x0000 sprite=0
id=0x0000 flags=0x0629 extra=0x0000 sprite=0
id=0x0000 flags=0x0729 extra=0x0000 sprite=0
id=0x0000 flags=0x0829 extra=0x0000 sprite=0
id=0x0000 flags=0x0929 extra=0x0000 sprite=0
id=0x0000 flags=0x0A29 extra=0x0000 sprite=0
id=0x0000 flags=0x0B29 extra=0x0000 sprite=0
id=0x0000 flags=0x0C29 extra=0x0000 sprite=0
id=0x0000 flags=0x0D29 extra=0x0000 sprite=0
id=0x0000 flags=0x0E29 extra=0x0000 sprite=0
id=0x0000 flags=0x0F29 extra=0x0000 sprite=0
id=0x0000 flags=0x1029 extra=0x0000 sprite=0
id=0x0000 flags=0x1129 extra=0x0000 sprite=0
id=0x0000 flags=0x1229 extra=0x0000 sprite=0
id=0x0000 flags=0x1329 extra=0x0000 sprite=0
id=0x0000 flags=0x1429 extra=0x0000 sprite=0
id=0x0000 flags=0x1529 extra=0x0000 sprite=0
id=0x0000 flags=0x1629 extra=0x0000 sprite=0
id=0x0000 flags=0x1729 extra=0x0000 sprite=0
id=0x0000 flags=0x1829 extra=0x0000 sprite=0
id=0x0000 flags=0x1929 extra=0x0000 sprite=0
id=0x0000 flags=0x1A29 extra=0x0000 sprite=0
id=0x0000 flags=0x1B29 extra=0x0000 sprite=0
id=0x0000 flags=0x1C29 extra=0x0000 sprite=0
id=0x0000 flags=0x1D29 extra=0x0000 sprite=0
id=0x0000 flags=0x1E29 extra=0x0000 sprite=0
id=0x0000 flags=0x1F29 extra=0x0000 sprite=0
id=0x0000 flags=0x002A extra=0x0000 sprite=0
id=0x0000 flags=0x012A extra=0x0000 sprite=0
id=0x0000 flags=0x022A extra=0x0000 sprite=0
id=0x0000 flags=0x032A extra=0x0000 sprite=0
id=0x0000 flags=0x042A extra=0x0000 sprite=0
id=0x0000 flags=0x052A extra=0x0000 sprite=0
id=0x0000 flags=0x062A extra=0x0000 sprite=0
id=0x0000 flags=0x072A extra=0x40A0 sprite=0
id=0x00C9 flags=0x002B extra=0x0000 sprite=0
id=0x0000 flags=0x012B extra=0x0000 sprite=0
id=0x0000 flags=0x022B extra=0x0000 sprite=0
id=0x0000 flags=0x032B extra=0x4020 sprite=0
id=0x0025 flags=0x042B extra=0x0000 sprite=0
id=0x0000 flags=0x002C extra=0x00E0 sprite=0
id=0x004A flags=0x012C extra=0x00E0 sprite=0
id=0x004B flags=0x002D extra=0x0000 sprite=0
id=0x0000 flags=0x012D extra=0x0000 sprite=0
id=0x0000 flags=0x022D extra=0x0000 sprite=0
id=0x0000 flags=0x032D extra=0x0000 sprite=0
id=0x0000 flags=0x042D extra=0x00E0 sprite=0
id=0x0027 flags=0x052D extra=0x40A0 sprite=0
id=0x002E flags=0x062D extra=0x00A8 sprite=0
id=0x0033 flags=0x072D extra=0x00A0 sprite=0
id=0x0034 flags=0x002E extra=0x0000 sprite=0
id=0x0000 flags=0x012E extra=0x0000 sprite=0
id=0x0000 flags=0x002F extra=0x0000 sprite=0
id=0x0000 flags=0x012F extra=0x0000 sprite=0
id=0x0000 flags=0x022F extra=0x0000 sprite=0
id=0x0000 flags=0x032F extra=0x0000 sprite=0
id=0x0000 flags=0x042F extra=0x0000 sprite=0
id=0x0000 flags=0x052F extra=0x0000 sprite=0
id=0x0000 flags=0x062F extra=0x0000 sprite=0
id=0x0000 flags=0x072F extra=0x0000 sprite=0
id=0x0000 flags=0x0030 extra=0x0000 sprite=0
id=0x0000 flags=0x0031 extra=0x0000 sprite=0
id=0x0000 flags=0x0033 extra=0x00C0 sprite=0
id=0x0031 flags=0x0133 extra=0x00C0 sprite=0
id=0x0032 flags=0x0035 extra=0x0000 sprite=0
id=0x0000 flags=0x0135 extra=0x0000 sprite=0
id=0x0000 flags=0x003C extra=0x0000 sprite=0
id=0x0000 flags=0x013C extra=0x0000 sprite=0
id=0x0000 flags=0x023C extra=0x0000 sprite=0
id=0x0000 flags=0x033C extra=0x0000 sprite=0
id=0x0000 flags=0x043C extra=0x0000 sprite=0
id=0x0000 flags=0x053C extra=0x0000 sprite=0
id=0x0000 flags=0x063C extra=0x0000 sprite=0
id=0x0000 flags=0x073C extra=0x0000 sprite=0
id=0x0000 flags=0x003D extra=0x0000 sprite=0
id=0x0000 flags=0x013D extra=0x4000 sprite=0
id=0x002D flags=0x023D extra=0x0000 sprite=0
id=0x0000 flags=0x033D extra=0x0000 sprite=0
id=0x0000 flags=0x043D extra=0x0000 sprite=0
id=0x0000 flags=0x053D extra=0x0000 sprite=0
id=0x0000 flags=0x063D extra=0x0000 sprite=0
id=0x0000 flags=0x003E extra=0x0000 sprite=0
id=0x0000 flags=0x013E extra=0x0000 sprite=0
id=0x0000 flags=0x023E extra=0x0000 sprite=0
id=0x0004 flags=0x033E extra=0x0000 sprite=0
id=0x0000 flags=0x043E extra=0x0000 sprite=0
id=0x0000 flags=0x053E extra=0x0000 sprite=0
id=0x0000 flags=0x063E extra=0x0000 sprite=0
id=0x0000 flags=0x073E extra=0x0000 sprite=0
id=0x0000 flags=0x083E extra=0x0000 sprite=0
id=0x0000 flags=0x093E extra=0x0000 sprite=0
id=0x0000 flags=0x0A3E extra=0x0000 sprite=0
id=0x0000 flags=0x0B3E extra=0x0000 sprite=0
id=0x0000 flags=0x0C3E extra=0x0000 sprite=0
id=0x0000 flags=0x0D3E extra=0x0000 sprite=0
id=0x0000 flags=0x0E3E extra=0x0000 sprite=0
id=0x0000 flags=0x0F3E extra=0x0000 sprite=0
id=0x0000 flags=0x103E extra=0x0000 sprite=0
id=0x0000 flags=0x113E extra=0x0000 sprite=0
id=0x0000 flags=0x003F extra=0x0000 sprite=0
id=0x0000 flags=0x013F extra=0x0000 sprite=0
id=0x0000 flags=0x023F extra=0x0000 sprite=0
id=0x0000 flags=0x033F extra=0x0000 sprite=0
id=0x0000 flags=0x043F extra=0x0000 sprite=0
id=0x0000 flags=0x0040 extra=0x0000 sprite=0
id=0x0000 flags=0x0140 extra=0x0000 sprite=0
id=0x0000 flags=0x0240 extra=0x0000 sprite=0
id=0x0000 flags=0x0041 extra=0x0000 sprite=0
id=0x0000 flags=0x0141 extra=0x0000 sprite=0
id=0x0000 flags=0x0241 extra=0x0000 sprite=0
id=0x0000 flags=0x0341 extra=0x0000 sprite=0
id=0x0000 flags=0x0441 extra=0x0000 sprite=0
id=0x0000 flags=0x0541 extra=0x0000 sprite=0
id=0x0000 flags=0x0641 extra=0x0000 sprite=0
id=0x0000 flags=0x0741 extra=0x0000 sprite=0
id=0x0000 flags=0x0841 extra=0x0000 sprite=0
id=0x0000 flags=0x0941 extra=0x0000 sprite=0
id=0x0000 flags=0x0A41 extra=0x0000 sprite=0
id=0x0000 flags=0x0B41 extra=0x0000 sprite=0
id=0x002F flags=0x0C41 extra=0x0000 sprite=0
id=0x0000 flags=0x0042 extra=0x0000 sprite=0
id=0x0000 flags=0x0142 extra=0x0000 sprite=0
id=0x0000 flags=0x0242 extra=0x0000 sprite=0
id=0x0000 flags=0x0342 extra=0x0000 sprite=0
id=0x0000 flags=0x0442 extra=0x0000 sprite=0
id=0x0000 flags=0x0542 extra=0x0000 sprite=0
id=0x0000 flags=0x0642 extra=0x0000 sprite=0
id=0x0000 flags=0x0742 extra=0x0000 sprite=0
id=0x0000 flags=0x0842 extra=0x0000 sprite=0
id=0x0000 flags=0x0942 extra=0x0000 sprite=0
id=0x0000 flags=0x0A42 extra=0x0000 sprite=0
id=0x0000 flags=0x0B42 extra=0x0000 sprite=0
id=0x0000 flags=0x0C42 extra=0x0000 sprite=0
id=0x0000 flags=0x0D42 extra=0x0000 sprite=0
id=0x0000 flags=0x0E42 extra=0x0000 sprite=0
id=0x0000 flags=0x0F42 extra=0x0000 sprite=0
id=0x0000 flags=0x1042 extra=0x0000 sprite=0
id=0x0000 flags=0x1142 extra=0x0000 sprite=0
id=0x0000 flags=0x1242 extra=0x0000 sprite=0
id=0x0000 flags=0x1342 extra=0x0000 sprite=0
id=0x0000 flags=0x0043 extra=0x0000 sprite=0
id=0x0000 flags=0x0143 extra=0x0000 sprite=0
id=0x0000 flags=0x0243 extra=0x0000 sprite=0
id=0x0000 flags=0x0343 extra=0x0000 sprite=0
id=0x0000 flags=0x0443 extra=0x0000 sprite=0
id=0x0000 flags=0x0543 extra=0x0000 sprite=0
id=0x0000 flags=0x0643 extra=0x0000 sprite=0
id=0x0000 flags=0x0743 extra=0x0000 sprite=0
id=0x0000 flags=0x0045 extra=0x0000 sprite=0
id=0x0000 flags=0x0145 extra=0x0000 sprite=0
id=0x0000 flags=0x0245 extra=0x0000 sprite=0
id=0x0000 flags=0x0046 extra=0x0000 sprite=0
id=0x0000 flags=0x0146 extra=0x0000 sprite=0
id=0x0000 flags=0x0246 extra=0x0000 sprite=0
id=0x0000 flags=0x0049 extra=0x0000 sprite=0
id=0x0000 flags=0x004A extra=0x0000 sprite=0
id=0x0000 flags=0x014A extra=0x0000 sprite=0
id=0x0000 flags=0x024A extra=0x0000 sprite=0
id=0x0000 flags=0x004B extra=0x0000 sprite=0
id=0x0000 flags=0x014B extra=0x0000 sprite=0
id=0x0000 flags=0x024B extra=0x0000 sprite=0
id=0x0000 flags=0x034B extra=0x0000 sprite=0
id=0x0000 flags=0x044B extra=0x0000 sprite=0
id=0x0000 flags=0x054B extra=0x0000 sprite=0
id=0x0000 flags=0x064B extra=0x0000 sprite=0
id=0x0000 flags=0x004C extra=0x0000 sprite=0
id=0x0000 flags=0x014C extra=0x0000 sprite=0
id=0x0000 flags=0x024C extra=0x0000 sprite=0
id=0x0000 flags=0x034C extra=0x0000 sprite=0
id=0x0000 flags=0x044C extra=0x0000 sprite=0
id=0x0000 flags=0x054C extra=0x0000 sprite=0
id=0x0000 flags=0x005A extra=0x0000 sprite=0
id=0x0003 flags=0x015A extra=0x0000 sprite=0
id=0x0075 flags=0x025A extra=0x0000 sprite=0
id=0x0073 flags=0x035A extra=0x0000 sprite=0
id=0x0000 flags=0x045A extra=0x0000 sprite=0
id=0x0000 flags=0x055A extra=0x0000 sprite=0
id=0x0000 flags=0x065A extra=0x0000 sprite=0
id=0x0000 flags=0x075A extra=0x0000 sprite=0
id=0x0000 flags=0x085A extra=0x0000 sprite=0
id=0x0000 flags=0x095A extra=0x0000 sprite=0
id=0x0000 flags=0x0A5A extra=0x0000 sprite=0
id=0x0000 flags=0x0B5A extra=0x0000 sprite=0
id=0x0000 flags=0x0C5A extra=0x0000 sprite=0
id=0x0000 flags=0x0D5A extra=0x0000 sprite=0
id=0x0074 flags=0x005B extra=0x0000 sprite=0
id=0x0000 flags=0x015B extra=0x0000 sprite=0
id=0x0000 flags=0x025B extra=0x0000 sprite=0
id=0x0000 flags=0x035B extra=0x0000 sprite=0
id=0x0000 flags=0x045B extra=0x0000 sprite=0
id=0x0000 flags=0x055B extra=0x0000 sprite=0
id=0x0000 flags=0x065B extra=0x0000 sprite=0
id=0x0000 flags=0x075B extra=0x0000 sprite=0
id=0x0000 flags=0x005C extra=0x0000 sprite=0
id=0x0000 flags=0x015C extra=0x0000 sprite=0
id=0x0000 flags=0x025C extra=0x0000 sprite=0
id=0x0000 flags=0x035C extra=0x0000 sprite=0
id=0x0000 flags=0x045C extra=0x0000 sprite=0
id=0x0000 flags=0x055C extra=0x0000 sprite=0
id=0x0000 flags=0x065C extra=0x0000 sprite=0
id=0x0000 flags=0x075C extra=0x0000 sprite=0
id=0x0000 flags=0x085C extra=0x0000 sprite=0
id=0x0000 flags=0x095C extra=0x0000 sprite=0
id=0x0000 flags=0x0A5C extra=0x0000 sprite=0
id=0x0000 flags=0x0B5C extra=0x0000 sprite=0
id=0x0000 flags=0x0C5C extra=0x0000 sprite=0
id=0x0000 flags=0x005D extra=0x0000 sprite=0
id=0x0049 flags=0x015D extra=0x0000 sprite=0
id=0x0000 flags=0x025D extra=0x0000 sprite=0
id=0x0000 flags=0x035D extra=0x0000 sprite=0
id=0x0000 flags=0x005E extra=0x0000 sprite=0
id=0x0000 flags=0x015E extra=0x0000 sprite=0
id=0x0000 flags=0x0064 extra=0x0000 sprite=0
id=0x0000 flags=0x0164 extra=0x0000 sprite=0
id=0x0000 flags=0x0264 extra=0x0000 sprite=0
id=0x0000 flags=0x0364 extra=0x0000 sprite=0
id=0x0000 flags=0x0464 extra=0x0000 sprite=0
id=0x0000 flags=0x0065 extra=0x0000 sprite=0
id=0x0000 flags=0x0165 extra=0x0000 sprite=0
id=0x0000 flags=0x0265 extra=0x0000 sprite=0
id=0x0000 flags=0x0365 extra=0x0000 sprite=0
id=0x0000 flags=0x0066 extra=0x0020 sprite=0
id=0x002C flags=0x0166 extra=0x0000 sprite=0
id=0x0000 flags=0x0266 extra=0x0000 sprite=0
id=0x0000 flags=0x0067 extra=0x0000 sprite=0
id=0x0000 flags=0x0167 extra=0x0000 sprite=0
id=0x0000 flags=0x0267 extra=0x0000 sprite=0
id=0x0000 flags=0x0367 extra=0x0000 sprite=0
id=0x0000 flags=0x0068 extra=0x0000 sprite=0
id=0x0000 flags=0x0168 extra=0x0000 sprite=0
id=0x0000 flags=0x0069 extra=0x0000 sprite=0
id=0x0005 flags=0x0169 extra=0x0000 sprite=0
id=0x0000 flags=0x0269 extra=0x0000 sprite=0
id=0x0000 flags=0x0369 extra=0x0020 sprite=0
id=0x0072 flags=0x0469 extra=0x0000 sprite=0
id=0x0000 flags=0x0569 extra=0x0000 sprite=0
id=0x0000 flags=0x0669 extra=0x0000 sprite=0
id=0x0000 flags=0x0769 extra=0x0000 sprite=0
id=0x0000 flags=0x0869 extra=0x0000 sprite=0
id=0x0000 flags=0x0969 extra=0x0000 sprite=0
id=0x0000 flags=0x0A69 extra=0x0000 sprite=0
id=0x0000 flags=0x0B69 extra=0x0000 sprite=0
id=0x0000 flags=0x006A extra=0x0000 sprite=0
id=0x0000 flags=0x006D extra=0x0000 sprite=0
id=0x0000 flags=0x016D extra=0x0000 sprite=0
id=0x0000 flags=0x0070 extra=0x0000 sprite=0
id=0x0000 flags=0x0170 extra=0x0000 sprite=0
id=0x0000 flags=0x0071 extra=0x0000 sprite=0
id=0x0000 flags=0x0171 extra=0x0000 sprite=0
id=0x0000 flags=0x0271 extra=0x0000 sprite=0
id=0x0000 flags=0x0072 extra=0x0020 sprite=0
id=0x0029 flags=0x0077 extra=0x0000 sprite=0
id=0x00CE flags=0x0177 extra=0x0000 sprite=0
id=0x00CF flags=0x0277 extra=0x0000 sprite=0
id=0x0103 flags=0x0377 extra=0x0000 sprite=0
id=0x0104 flags=0x0477 extra=0x0000 sprite=0
id=0x0105 flags=0x0577 extra=0x0000 sprite=0
id=0x0106 flags=0x0677 extra=0x0000 sprite=0
id=0x0107 flags=0x0777 extra=0x0000 sprite=0
id=0x0108 flags=0x0877 extra=0x0000 sprite=0
id=0x0109 flags=0x0977 extra=0x0000 sprite=0
id=0x010A flags=0x0A77 extra=0x0000 sprite=0
id=0x010B flags=0x0B77 extra=0x0000 sprite=0
id=0x010C flags=0x0C77 extra=0x0000 sprite=0
id=0x010D flags=0x0D77 extra=0x0000 sprite=0
id=0x010E flags=0x0E77 extra=0x0000 sprite=0
id=0x0118 flags=0x0F77 extra=0x0000 sprite=0
id=0x0119 flags=0x0078 extra=0x0000 sprite=0
id=0x0000 flags=0x0178 extra=0x0000 sprite=0
id=0x0000 flags=0x0278 extra=0x0000 sprite=0
id=0x0000 flags=0x0378 extra=0x0000 sprite=0
id=0x0000 flags=0x0478 extra=0x0000 sprite=0
id=0x0000 flags=0x0578 extra=0x0000 sprite=0
id=0x0000 flags=0x0079 extra=0x0000 sprite=0
id=0x0000 flags=0x0179 extra=0x0000 sprite=0
id=0x0000 flags=0x0279 extra=0x0000 sprite=0
id=0x0000 flags=0x007A extra=0x0000 sprite=0
id=0x0000 flags=0x017A extra=0x0000 sprite=0
id=0x0000 flags=0x027A extra=0x0000 sprite=0
id=0x0000 flags=0x037A extra=0x0000 sprite=0
id=0x0000 flags=0x007B extra=0x0000 sprite=0
id=0x0000 flags=0x017B extra=0x0000 sprite=0
id=0x0000 flags=0x007C extra=0x0000 sprite=0
id=0x0000 flags=0x0082 extra=0x0000 sprite=0
id=0x0000 flags=0x0182 extra=0x0000 sprite=0
id=0x0000 flags=0x0282 extra=0x0000 sprite=0
id=0x00C8 flags=0x0382 extra=0x0000 sprite=0
id=0x0000 flags=0x0482 extra=0x0000 sprite=0
id=0x0000 flags=0x0582 extra=0x0000 sprite=0
id=0x0000 flags=0x0682 extra=0x0000 sprite=0
id=0x0000 flags=0x0782 extra=0x0000 sprite=0
id=0x0000 flags=0x0882 extra=0x0000 sprite=0
id=0x0000 flags=0x0982 extra=0x0000 sprite=0
id=0x0000 flags=0x0A82 extra=0x0000 sprite=0
id=0x0000 flags=0x0B82 extra=0x0000 sprite=0
id=0x0000 flags=0x0C82 extra=0x0000 sprite=0
id=0x0000 flags=0x0083 extra=0x0000 sprite=0
id=0x0000 flags=0x0183 extra=0x0000 sprite=0
id=0x0000 flags=0x0283 extra=0x0000 sprite=0
id=0x0000 flags=0x0383 extra=0x0000 sprite=0
id=0x0000 flags=0x0483 extra=0x0000 sprite=0
id=0x0000 flags=0x0583 extra=0x0000 sprite=0
id=0x0000 flags=0x0683 extra=0x0000 sprite=0
id=0x0000 flags=0x0783 extra=0x0000 sprite=0
id=0x0000 flags=0x0883 extra=0x0000 sprite=0
id=0x0000 flags=0x0983 extra=0x0000 sprite=0
id=0x0000 flags=0x0084 extra=0x0000 sprite=0
id=0x0000 flags=0x0184 extra=0x0000 sprite=0
id=0x0000 flags=0x0284 extra=0x0000 sprite=0
id=0x0000 flags=0x0384 extra=0x0000 sprite=0
id=0x0000 flags=0x0484 extra=0x0000 sprite=0
id=0x0000 flags=0x0584 extra=0x0000 sprite=0
id=0x0000 flags=0x0684 extra=0x0000 sprite=0
id=0x0000 flags=0x0784 extra=0x0000 sprite=0
id=0x0000 flags=0x0085 extra=0x0000 sprite=0
id=0x0000 flags=0x0185 extra=0x0000 sprite=0
id=0x0000 flags=0x0086 extra=0x0000 sprite=0
id=0x0009 flags=0x0087 extra=0x0008 sprite=0
id=0x0008 flags=0x0187 extra=0x0008 sprite=0
id=0x0007 flags=0x00A0 extra=0x0000 sprite=0
id=0x0000 flags=0x01A0 extra=0x0000 sprite=0
id=0x0000 flags=0x02A0 extra=0x0000 sprite=0
id=0x0023 flags=0x0021 extra=0x0022 sprite=32
id=0x00A3 flags=0x00E2 extra=0x0000 sprite=31
id=0x00FA flags=0x0000 extra=0x0000 sprite=152
id=0x01FA flags=0x0000 extra=0x0000 sprite=153
id=0x02FA flags=0x0000 extra=0x0000 sprite=154
id=0x60FA flags=0x0000 extra=0x0000 sprite=155
id=0x61FA flags=0x0000 extra=0x0000 sprite=156
id=0x62FA flags=0x0000 extra=0x0000 sprite=157
id=0x80FA flags=0x0000 extra=0x0000 sprite=158
id=0x81FA flags=0x0000 extra=0x0000 sprite=159
id=0x82FA flags=0x0000 extra=0x0000 sprite=160
id=0xA0FA flags=0x0000 extra=0x0000 sprite=161
id=0xA1FA flags=0x0000 extra=0x0000 sprite=162
id=0xA2FA flags=0x0000 extra=0x0000 sprite=163
id=0x00FB flags=0x0000 extra=0x0000 sprite=164
id=0x01FB flags=0x0000 extra=0x0000 sprite=165
id=0x02FB flags=0x0000 extra=0x0000 sprite=166
id=0x60FB flags=0x0000 extra=0x0000 sprite=167
id=0x61FB flags=0x0000 extra=0x0000 sprite=168
id=0x62FB flags=0x0000 extra=0x0000 sprite=169
id=0x80FB flags=0x0000 extra=0x0000 sprite=170
id=0x81FB flags=0x0000 extra=0x0000 sprite=171
id=0x82FB flags=0x0000 extra=0x0000 sprite=172
id=0xA0FB flags=0x0000 extra=0x0000 sprite=173
id=0xA1FB flags=0x0000 extra=0x0000 sprite=174
id=0xA2FB flags=0x0000 extra=0x0000 sprite=175
id=0x00FC flags=0x0000 extra=0x0000 sprite=176
id=0x01FC flags=0x0000 extra=0x0000 sprite=177
id=0x02FC flags=0x0000 extra=0x0000 sprite=178
id=0x60FC flags=0x0000 extra=0x0000 sprite=179
id=0x61FC flags=0x0000 extra=0x0000 sprite=180
id=0x62FC flags=0x0000 extra=0x0000 sprite=181
id=0x80FC flags=0x0000 extra=0x0000 sprite=182
id=0x81FC flags=0x0000 extra=0x0000 sprite=183
id=0x82FC flags=0x0000 extra=0x0000 sprite=184
id=0xA0FC flags=0x0000 extra=0x0000 sprite=185
id=0xA1FC flags=0x0000 extra=0x0000 sprite=186
id=0xA2FC flags=0x0000 extra=0x0000 sprite=187
id=0x00FD flags=0x0000 extra=0x0000 sprite=188
id=0x01FD flags=0x0000 extra=0x0000 sprite=189
id=0x02FD flags=0x0000 extra=0x0000 sprite=190
id=0x60FD flags=0x0000 extra=0x0000 sprite=191
id=0x61FD flags=0x0000 extra=0x0000 sprite=192
id=0x62FD flags=0x0000 extra=0x0000 sprite=193
id=0x80FD flags=0x0000 extra=0x0000 sprite=194
